variant,seed,expected_n,mutation_id,step,kind,outcome,channel,local_failures
V5_control,1235,10000,667,293,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,668,759,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,669,1057,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,670,511,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,671,3190,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,672,2366,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,673,2550,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,674,3591,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,675,518,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,676,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,677,1854,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,678,998,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,679,491,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,680,157,MEM_VAL_MOD,applied,C1,1
V5_control,1235,10000,681,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,682,398,INSTR_TYPE_MOD,applied,C1,1
V5_control,1235,10000,683,2540,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,684,998,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,685,3056,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,686,3549,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,687,417,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,688,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,689,1601,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,690,519,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,691,2477,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,692,2817,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,693,2484,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,694,3513,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,695,2485,INSTR_TYPE_MOD,applied,C1,2
V5_control,1235,10000,696,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,697,3796,INSTR_TYPE_MOD,applied,C1,18
V5_control,1235,10000,698,278,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,699,1241,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,700,2597,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,701,1472,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,702,3760,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,703,610,COMP_OUT_MOD,applied,C1,1
V5_control,1235,10000,704,293,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,705,2002,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,706,3560,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,707,389,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,708,2696,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,709,3108,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,710,3441,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,711,4,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,712,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,713,3809,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,714,1088,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,715,376,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,716,201,INSTR_TYPE_MOD,applied,C1,1
V5_control,1235,10000,717,1134,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,718,3503,INSTR_TYPE_MOD,applied,C1,7
V5_control,1235,10000,719,3441,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,720,3781,INSTR_TYPE_MOD,applied,C1,7
V5_control,1235,10000,721,920,INSTR_TYPE_MOD,applied,C1,12
V5_control,1235,10000,722,995,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,723,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,724,92,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1235,10000,725,2719,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1235,10000,726,2792,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1235,10000,727,808,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1235,10000,728,843,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,729,3915,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1235,10000,730,450,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,731,2268,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,732,1222,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,733,2738,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,734,730,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,735,3513,INSTR_WORD_MOD_SUR,applied,C1,3
V5_control,1235,10000,736,6,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,737,528,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,738,2535,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,739,2055,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,740,1784,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,741,433,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,742,114,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,743,3764,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,744,994,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,745,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1235,10000,746,373,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,747,837,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,748,0,MEM_VAL_MOD,applied,C1,10
V5_control,1235,10000,749,3836,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1235,10000,750,3334,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,751,2942,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,752,3201,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,753,3114,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,754,365,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,755,450,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,756,0,PRE_EXEC_REG_MOD,applied,C1,10
V5_control,1235,10000,757,1593,STORE_OUT_MOD,applied,C1,1
V5_control,1235,10000,758,3917,STORE_OUT_MOD,applied,C1,2
V5_control,1235,10000,759,1264,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,760,3808,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,761,2772,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,762,2279,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,763,2309,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,764,843,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,765,3926,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,766,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,767,609,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,768,685,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,769,3445,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,770,511,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,771,1943,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,772,2419,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,773,929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,774,3101,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,775,905,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,776,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,777,3809,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,778,682,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,779,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,780,2156,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,781,3800,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,782,755,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,783,2550,INSTR_TYPE_MOD,applied,C1,2
V5_control,1235,10000,784,518,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,785,2505,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,786,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,787,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,788,3760,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,789,3805,MEM_VAL_MOD,applied,C1,17
V5_control,1235,10000,790,2541,INSTR_TYPE_MOD,applied,C1,7
V5_control,1235,10000,791,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,792,3761,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,793,222,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,794,765,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,795,523,INSTR_TYPE_MOD,applied,C1,2
V5_control,1235,10000,796,3151,INSTR_TYPE_MOD,applied,C1,2
V5_control,1235,10000,797,843,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,798,311,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,799,609,MEM_VAL_MOD,applied,C1,1
V5_control,1235,10000,800,3103,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,801,403,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,802,886,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,803,2960,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,804,3561,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,805,2018,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,806,3779,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,807,1764,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,808,1170,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,809,3760,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,810,3755,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,811,904,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,812,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,813,3561,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,814,1850,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,815,3458,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,816,3873,INSTR_TYPE_MOD,applied,C1,1
V5_control,1235,10000,817,28,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,818,339,INSTR_TYPE_MOD,applied,C1,2
V5_control,1235,10000,819,2960,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,820,677,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,821,3809,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,822,2050,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,823,0,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,824,1681,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,825,388,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1235,10000,826,406,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1235,10000,827,538,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,828,610,INSTR_WORD_MOD_FULL,applied,C1,4
V5_control,1235,10000,829,3797,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1235,10000,830,451,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,831,2446,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,832,3398,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,833,2656,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,834,2540,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,835,530,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,836,3909,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,837,3157,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,838,1227,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,839,2054,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,840,1435,MEM_VAL_MOD,applied,C1,1
V5_control,1235,10000,841,433,MEM_VAL_MOD,applied,C1,1
V5_control,1235,10000,842,3871,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,843,2874,MEM_VAL_MOD,applied,C1,1
V5_control,1235,10000,844,167,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,845,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1235,10000,846,1855,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,847,3805,MEM_VAL_MOD,applied,C1,18
V5_control,1235,10000,848,0,MEM_VAL_MOD,applied,C1,10
V5_control,1235,10000,849,3353,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,850,2006,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,851,56,PRE_EXEC_REG_MOD,applied,C1,3
V5_control,1235,10000,852,3161,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1235,10000,853,3753,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1235,10000,854,747,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,855,1854,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1235,10000,856,0,PRE_EXEC_REG_MOD,applied,C1,10
V5_control,1235,10000,857,215,STORE_OUT_MOD,applied,C1,2
V5_control,1235,10000,858,18,STORE_OUT_MOD,applied,C1,1
V5_control,1235,10000,859,2059,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,860,3127,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,861,1122,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,862,2848,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,863,730,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,864,2314,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,865,750,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,866,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,867,174,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,868,3557,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,869,2285,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,870,355,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,871,1786,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,872,2732,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,873,618,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,874,3753,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,875,916,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1235,10000,876,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,877,294,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,878,995,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,879,591,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,880,3901,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,881,169,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,882,3788,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,883,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,884,2652,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,885,3434,INSTR_TYPE_MOD,applied,C1,7
V5_control,1235,10000,886,3201,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,887,1853,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,888,2318,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,889,2563,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,890,3655,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,891,2046,MEM_VAL_MOD,applied,C1,3
V5_control,1235,10000,892,2539,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,893,2196,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,894,2529,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,895,3090,INSTR_TYPE_MOD,applied,C1,1
V5_control,1235,10000,896,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,897,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,898,452,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,899,2597,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,900,2689,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,901,2752,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,902,260,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,903,3591,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,904,450,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,905,2989,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,906,276,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,907,3664,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,908,1687,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,909,2583,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,910,765,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,911,281,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,912,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,913,1000,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,914,3153,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,915,1421,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,916,2685,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,917,2833,INSTR_TYPE_MOD,applied,C1,1
V5_control,1235,10000,918,2540,INSTR_TYPE_MOD,applied,C1,7
V5_control,1235,10000,919,1001,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,920,601,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,921,451,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,922,2503,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,923,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,924,224,INSTR_WORD_MOD_FULL,applied,C1,4
V5_control,1235,10000,925,2782,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,926,191,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,927,2574,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,928,295,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,929,366,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,930,293,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1235,10000,931,3615,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,932,2808,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,933,2589,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,934,2563,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,935,2314,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1235,10000,936,1074,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,937,3157,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1235,10000,938,1510,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,939,1854,LOAD_VAL_MOD,applied,C1,2
V5_control,1235,10000,940,3590,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,941,511,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,942,3183,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,943,3730,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,944,1851,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,945,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1235,10000,946,687,MEM_VAL_MOD,applied,C1,13
V5_control,1235,10000,947,527,MEM_VAL_MOD,applied,C1,4
V5_control,1235,10000,948,0,MEM_VAL_MOD,applied,C1,10
V5_control,1235,10000,949,3016,PRE_EXEC_REG_MOD,applied,C1,3
V5_control,1235,10000,950,3194,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,951,1645,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,952,2574,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,953,3101,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,954,277,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1235,10000,955,2055,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1235,10000,956,0,PRE_EXEC_REG_MOD,applied,C1,10
V5_control,1235,10000,957,1864,STORE_OUT_MOD,applied,C1,2
V5_control,1235,10000,958,18,STORE_OUT_MOD,applied,C1,2
V5_control,1235,10000,959,1005,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,960,157,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,961,2249,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,962,146,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,963,2584,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,964,3103,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,965,370,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,966,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,967,3809,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,968,2503,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,969,3743,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,970,276,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,971,392,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,972,2334,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,973,653,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,974,452,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1235,10000,975,3550,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,976,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,977,2055,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,978,604,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1235,10000,979,3,INSTR_TYPE_MOD,applied,C1,3
V5_control,1235,10000,980,372,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1235,10000,981,3538,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,982,998,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,983,2563,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,984,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,985,2310,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,986,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,987,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,988,3334,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,989,2713,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,990,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,991,3361,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,992,3899,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,993,3155,INSTR_TYPE_MOD,applied,C1,4
V5_control,1235,10000,994,601,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,995,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,996,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,997,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1235,10000,998,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1235,10000,999,2490,MEM_VAL_MOD,applied,C1,2
V5_control,1235,10000,1000,1001,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1235,10000,1001,2885,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,1002,2540,COMP_OUT_MOD,applied,C1,1
V5_control,1235,10000,1003,921,COMP_OUT_MOD,applied,C1,2
V5_control,1235,10000,1004,608,COMP_OUT_MOD,applied,C1,1
V5_control,1235,10000,1005,3628,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1006,982,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1007,2066,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1008,57,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1009,2528,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1010,452,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1011,3541,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1012,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1235,10000,1013,609,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
