variant,seed,expected_n,phase,split_at_mutation_id,pulls,instr_word_mod_share,instr_word_mod_pulls,top_kind,top_kind_share,kind_entropy
Hybrid_cTS,1235,10000,early,5000,5000,0.1212,606,PRE_EXEC_MEM_MOD,0.1484,3.6422022819117363
Hybrid_cTS,1235,10000,late,5000,5000,0.1122,561,PRE_EXEC_MEM_MOD,0.1318,3.6521497592967087
Hybrid_cTS,1235,10000,all,,10000,0.1167,1167,PRE_EXEC_MEM_MOD,0.1401,3.649942554711635
Hybrid_cTS,1235,10000,mode_adaptive,,181,0.0,0,BR_NEG_COND,0.0181,
Hybrid_cTS,1235,10000,mode_adaptive,,1,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0001,
Hybrid_cTS,1235,10000,mode_adaptive,,326,0.0,0,INSTR_TYPE_MOD,0.0326,
Hybrid_cTS,1235,10000,mode_adaptive,,982,1.0,982,INSTR_WORD_MOD,0.0982,
Hybrid_cTS,1235,10000,mode_adaptive,,1,0.0,0,MEM_VAL_MOD,0.0001,
Hybrid_cTS,1235,10000,mode_adaptive,,1219,0.0,0,PRE_EXEC_MEM_MOD,0.1219,
Hybrid_cTS,1235,10000,mode_adaptive,,768,0.0,0,PRE_EXEC_PC_MOD,0.0768,
Hybrid_cTS,1235,10000,mode_adaptive,,7,0.0,0,PRE_EXEC_REG_MOD,0.0007,
Hybrid_cTS,1235,10000,mode_adaptive,,7,0.0,0,STORE_OUT_MOD,0.0007,
Hybrid_cTS,1235,10000,mode_adaptive,,433,0.0,0,TXN_PREV_CYCLE_MOD,0.0433,
Hybrid_cTS,1235,10000,mode_adaptive,,236,0.0,0,TXN_PREV_WORD_MOD,0.0236,
Hybrid_cTS,1235,10000,mode_cold,,33,0.0,0,BR_NEG_COND,0.0033,
Hybrid_cTS,1235,10000,mode_cold,,12,0.0,0,COMP_OUT_MOD,0.0012,
Hybrid_cTS,1235,10000,mode_cold,,30,0.0,0,CYCLE_DIFF_COUNT_MOD,0.003,
Hybrid_cTS,1235,10000,mode_cold,,27,0.0,0,INSTR_TYPE_MOD,0.0027,
Hybrid_cTS,1235,10000,mode_cold,,181,1.0,181,INSTR_WORD_MOD,0.0181,
Hybrid_cTS,1235,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_FULL,0.0021,
Hybrid_cTS,1235,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_SUR,0.0021,
Hybrid_cTS,1235,10000,mode_cold,,6,0.0,0,LOAD_VAL_MOD,0.0006,
Hybrid_cTS,1235,10000,mode_cold,,27,0.0,0,MEM_VAL_MOD,0.0027,
Hybrid_cTS,1235,10000,mode_cold,,178,0.0,0,PRE_EXEC_MEM_MOD,0.0178,
Hybrid_cTS,1235,10000,mode_cold,,184,0.0,0,PRE_EXEC_PC_MOD,0.0184,
Hybrid_cTS,1235,10000,mode_cold,,24,0.0,0,PRE_EXEC_REG_MOD,0.0024,
Hybrid_cTS,1235,10000,mode_cold,,6,0.0,0,STORE_OUT_MOD,0.0006,
Hybrid_cTS,1235,10000,mode_cold,,30,0.0,0,TXN_PREV_CYCLE_MOD,0.003,
Hybrid_cTS,1235,10000,mode_cold,,30,0.0,0,TXN_PREV_WORD_MOD,0.003,
Hybrid_cTS,1235,10000,mode_floor,,360,0.0,0,COMP_OUT_MOD,0.036,
Hybrid_cTS,1235,10000,mode_floor,,899,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0899,
Hybrid_cTS,1235,10000,mode_floor,,728,0.0,0,INSTR_TYPE_MOD,0.0728,
Hybrid_cTS,1235,10000,mode_floor,,630,0.0,0,INSTR_WORD_MOD_FULL,0.063,
Hybrid_cTS,1235,10000,mode_floor,,630,0.0,0,INSTR_WORD_MOD_SUR,0.063,
Hybrid_cTS,1235,10000,mode_floor,,180,0.0,0,LOAD_VAL_MOD,0.018,
Hybrid_cTS,1235,10000,mode_floor,,807,0.0,0,MEM_VAL_MOD,0.0807,
Hybrid_cTS,1235,10000,mode_floor,,561,0.0,0,PRE_EXEC_REG_MOD,0.0561,
Hybrid_cTS,1235,10000,mode_floor,,72,0.0,0,STORE_OUT_MOD,0.0072,
Hybrid_cTS,1235,10000,mode_floor,,124,0.0,0,TXN_PREV_CYCLE_MOD,0.0124,
Hybrid_cTS,1235,10000,mode_floor,,12,0.0,0,TXN_PREV_WORD_MOD,0.0012,
Hybrid_cTS,1235,10000,mode_singleton,,2,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0002,
Hybrid_cTS,1235,10000,mode_singleton,,2,0.0,0,INSTR_TYPE_MOD,0.0002,
Hybrid_cTS,1235,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
Hybrid_cTS,1235,10000,mode_singleton,,4,0.0,0,MEM_VAL_MOD,0.0004,
Hybrid_cTS,1235,10000,mode_singleton,,4,0.0,0,PRE_EXEC_MEM_MOD,0.0004,
Hybrid_cTS,1235,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
Hybrid_cTS,1235,10000,mode_singleton,,2,0.0,0,PRE_EXEC_REG_MOD,0.0002,
Hybrid_cTS,1235,10000,mode_singleton,,2,0.0,0,TXN_PREV_CYCLE_MOD,0.0002,
Hybrid_cTS,1235,10000,mode_singleton,,2,0.0,0,TXN_PREV_WORD_MOD,0.0002,
Hybrid_cTS,1236,10000,early,5000,5000,0.1132,566,PRE_EXEC_MEM_MOD,0.1516,3.6449011386346957
Hybrid_cTS,1236,10000,late,5000,5000,0.1128,564,PRE_EXEC_MEM_MOD,0.1376,3.641596667075706
Hybrid_cTS,1236,10000,all,,10000,0.113,1130,PRE_EXEC_MEM_MOD,0.1446,3.6451868268019947
Hybrid_cTS,1236,10000,mode_adaptive,,175,0.0,0,BR_NEG_COND,0.0175,
Hybrid_cTS,1236,10000,mode_adaptive,,344,0.0,0,INSTR_TYPE_MOD,0.0344,
Hybrid_cTS,1236,10000,mode_adaptive,,947,1.0,947,INSTR_WORD_MOD,0.0947,
Hybrid_cTS,1236,10000,mode_adaptive,,2,0.0,0,INSTR_WORD_MOD_FULL,0.0002,
Hybrid_cTS,1236,10000,mode_adaptive,,1,0.0,0,INSTR_WORD_MOD_SUR,0.0001,
Hybrid_cTS,1236,10000,mode_adaptive,,10,0.0,0,MEM_VAL_MOD,0.001,
Hybrid_cTS,1236,10000,mode_adaptive,,1266,0.0,0,PRE_EXEC_MEM_MOD,0.1266,
Hybrid_cTS,1236,10000,mode_adaptive,,807,0.0,0,PRE_EXEC_PC_MOD,0.0807,
Hybrid_cTS,1236,10000,mode_adaptive,,12,0.0,0,PRE_EXEC_REG_MOD,0.0012,
Hybrid_cTS,1236,10000,mode_adaptive,,395,0.0,0,TXN_PREV_CYCLE_MOD,0.0395,
Hybrid_cTS,1236,10000,mode_adaptive,,217,0.0,0,TXN_PREV_WORD_MOD,0.0217,
Hybrid_cTS,1236,10000,mode_cold,,35,0.0,0,BR_NEG_COND,0.0035,
Hybrid_cTS,1236,10000,mode_cold,,12,0.0,0,COMP_OUT_MOD,0.0012,
Hybrid_cTS,1236,10000,mode_cold,,30,0.0,0,CYCLE_DIFF_COUNT_MOD,0.003,
Hybrid_cTS,1236,10000,mode_cold,,27,0.0,0,INSTR_TYPE_MOD,0.0027,
Hybrid_cTS,1236,10000,mode_cold,,179,1.0,179,INSTR_WORD_MOD,0.0179,
Hybrid_cTS,1236,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_FULL,0.0021,
Hybrid_cTS,1236,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_SUR,0.0021,
Hybrid_cTS,1236,10000,mode_cold,,6,0.0,0,LOAD_VAL_MOD,0.0006,
Hybrid_cTS,1236,10000,mode_cold,,27,0.0,0,MEM_VAL_MOD,0.0027,
Hybrid_cTS,1236,10000,mode_cold,,176,0.0,0,PRE_EXEC_MEM_MOD,0.0176,
Hybrid_cTS,1236,10000,mode_cold,,182,0.0,0,PRE_EXEC_PC_MOD,0.0182,
Hybrid_cTS,1236,10000,mode_cold,,24,0.0,0,PRE_EXEC_REG_MOD,0.0024,
Hybrid_cTS,1236,10000,mode_cold,,6,0.0,0,STORE_OUT_MOD,0.0006,
Hybrid_cTS,1236,10000,mode_cold,,30,0.0,0,TXN_PREV_CYCLE_MOD,0.003,
Hybrid_cTS,1236,10000,mode_cold,,30,0.0,0,TXN_PREV_WORD_MOD,0.003,
Hybrid_cTS,1236,10000,mode_floor,,360,0.0,0,COMP_OUT_MOD,0.036,
Hybrid_cTS,1236,10000,mode_floor,,900,0.0,0,CYCLE_DIFF_COUNT_MOD,0.09,
Hybrid_cTS,1236,10000,mode_floor,,704,0.0,0,INSTR_TYPE_MOD,0.0704,
Hybrid_cTS,1236,10000,mode_floor,,629,0.0,0,INSTR_WORD_MOD_FULL,0.0629,
Hybrid_cTS,1236,10000,mode_floor,,630,0.0,0,INSTR_WORD_MOD_SUR,0.063,
Hybrid_cTS,1236,10000,mode_floor,,180,0.0,0,LOAD_VAL_MOD,0.018,
Hybrid_cTS,1236,10000,mode_floor,,791,0.0,0,MEM_VAL_MOD,0.0791,
Hybrid_cTS,1236,10000,mode_floor,,561,0.0,0,PRE_EXEC_REG_MOD,0.0561,
Hybrid_cTS,1236,10000,mode_floor,,84,0.0,0,STORE_OUT_MOD,0.0084,
Hybrid_cTS,1236,10000,mode_floor,,135,0.0,0,TXN_PREV_CYCLE_MOD,0.0135,
Hybrid_cTS,1236,10000,mode_floor,,18,0.0,0,TXN_PREV_WORD_MOD,0.0018,
Hybrid_cTS,1236,10000,mode_singleton,,2,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0002,
Hybrid_cTS,1236,10000,mode_singleton,,2,0.0,0,INSTR_TYPE_MOD,0.0002,
Hybrid_cTS,1236,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
Hybrid_cTS,1236,10000,mode_singleton,,4,0.0,0,MEM_VAL_MOD,0.0004,
Hybrid_cTS,1236,10000,mode_singleton,,4,0.0,0,PRE_EXEC_MEM_MOD,0.0004,
Hybrid_cTS,1236,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
Hybrid_cTS,1236,10000,mode_singleton,,2,0.0,0,PRE_EXEC_REG_MOD,0.0002,
Hybrid_cTS,1236,10000,mode_singleton,,2,0.0,0,TXN_PREV_CYCLE_MOD,0.0002,
Hybrid_cTS,1236,10000,mode_singleton,,2,0.0,0,TXN_PREV_WORD_MOD,0.0002,
