variant,seed,constraint_loc,v2_cell_count
V2,1237,IllegalLoadOp@inst_mem.zir:40,2
V2,1237,IsRead@mem.zir:79,23
V2,1237,IsRead@mem.zir:80,22
V2,1237,MachineECall@inst_ecall.zir:28,1
V2,1237,MachineECall@inst_ecall.zir:29,1
V2,1237,MemoryWrite@mem.zir:100,36
V2,1237,MemoryWrite@mem.zir:99,42
V2,1237,MiscInput@inst_misc.zir:7,1
V2,1237,OneHot@one_hot.zir:11,6
V2,1237,OneHot@one_hot.zir:9,6
V2,1237,OpLW@inst_mem.zir:108,1
V2,1237,OpLW@inst_mem.zir:109,1
V2,1237,OpSH@inst_mem.zir:148,1
V2,1237,OpSW@inst_mem.zir:160,1
V2,1237,OpSW@inst_mem.zir:161,1
V2,1237,PoseidonCheckOut@inst_p2.zir:265,1
V2,1237,Sha0@inst_sha.zir:226,1
V2,1237,VerifyOpcode@inst.zir:91,3
V2,1237,VerifyOpcodeF3@inst.zir:96,19
V2,1237,VerifyOpcodeF3@inst.zir:97,20
V2,1237,VerifyOpcodeF3F7@inst.zir:102,13
V2,1237,VerifyOpcodeF3F7@inst.zir:103,13
V2,1237,VerifyOpcodeF3F7@inst.zir:104,12
V2,1238,AddrDecompose@u32.zir:67,16
V2,1238,AddrDecomposeBits@u32.zir:87,5
V2,1238,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1238,ControlMRET@inst_control.zir:89,1
V2,1238,ControlUserECALL@inst_control.zir:75,1
V2,1238,DecodeInst@inst.zir:29,25
V2,1238,DivInput@inst_div.zir:8,1
V2,1238,ECall0@inst_ecall.zir:203,4
V2,1238,ECallHostReadSetup@inst_ecall.zir:70,1
V2,1238,IllegalLoadOp@inst_mem.zir:40,2
V2,1238,IllegalMulOp@inst_mul.zir:18,1
V2,1238,IsRead@mem.zir:79,23
V2,1238,IsRead@mem.zir:80,18
V2,1238,MachineECall@inst_ecall.zir:28,1
V2,1238,MachineECall@inst_ecall.zir:29,1
V2,1238,MemoryWrite@mem.zir:100,36
V2,1238,MemoryWrite@mem.zir:99,41
V2,1238,MiscInput@inst_misc.zir:7,2
V2,1238,OneHot@one_hot.zir:11,6
V2,1238,OneHot@one_hot.zir:9,6
V2,1238,OpLW@inst_mem.zir:108,1
V2,1238,OpLW@inst_mem.zir:109,1
V2,1238,OpSH@inst_mem.zir:148,1
V2,1238,OpSW@inst_mem.zir:160,1
V2,1238,OpSW@inst_mem.zir:161,1
V2,1238,PoseidonCheckOut@inst_p2.zir:265,1
V2,1238,VerifyOpcode@inst.zir:91,3
V2,1238,VerifyOpcodeF3@inst.zir:96,18
V2,1238,VerifyOpcodeF3@inst.zir:97,20
V2,1238,VerifyOpcodeF3F7@inst.zir:102,14
V2,1238,VerifyOpcodeF3F7@inst.zir:103,14
V2,1238,VerifyOpcodeF3F7@inst.zir:104,14
V2,1239,AddrDecompose@u32.zir:67,11
V2,1239,AddrDecomposeBits@u32.zir:87,7
V2,1239,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1239,ControlMRET@inst_control.zir:89,1
V2,1239,ControlUserECALL@inst_control.zir:75,1
V2,1239,DecodeInst@inst.zir:29,26
V2,1239,ECall0@inst_ecall.zir:203,4
V2,1239,ECallHostReadWords@inst_ecall.zir:171,1
V2,1239,IsRead@mem.zir:79,24
V2,1239,IsRead@mem.zir:80,23
V2,1239,MachineECall@inst_ecall.zir:28,1
V2,1239,MachineECall@inst_ecall.zir:29,1
V2,1239,MemLoadInput@inst_mem.zir:8,1
V2,1239,MemStoreInput@inst_mem.zir:18,1
V2,1239,MemoryWrite@mem.zir:100,35
V2,1239,MemoryWrite@mem.zir:99,41
V2,1239,MiscInput@inst_misc.zir:7,1
V2,1239,OneHot@one_hot.zir:11,5
V2,1239,OneHot@one_hot.zir:9,5
V2,1239,OpLW@inst_mem.zir:108,1
V2,1239,OpLW@inst_mem.zir:109,1
V2,1239,OpSH@inst_mem.zir:148,1
V2,1239,OpSW@inst_mem.zir:160,1
V2,1239,OpSW@inst_mem.zir:161,1
V2,1239,PoseidonCheckOut@inst_p2.zir:265,1
V2,1239,VerifyOpcode@inst.zir:91,3
V2,1239,VerifyOpcodeF3@inst.zir:96,16
V2,1239,VerifyOpcodeF3@inst.zir:97,17
V2,1239,VerifyOpcodeF3F7@inst.zir:102,12
V2,1239,VerifyOpcodeF3F7@inst.zir:103,13
V2,1239,VerifyOpcodeF3F7@inst.zir:104,11
V2,1240,AddrDecompose@u32.zir:67,9
V2,1240,AddrDecomposeBits@u32.zir:87,3
V2,1240,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1240,ControlMRET@inst_control.zir:89,1
V2,1240,ControlUserECALL@inst_control.zir:75,1
V2,1240,ControlUserECALL@inst_control.zir:77,1
V2,1240,ControlUserECALL@inst_control.zir:78,1
V2,1240,DecodeInst@inst.zir:29,24
V2,1240,ECall0@inst_ecall.zir:203,4
V2,1240,IsRead@mem.zir:79,25
V2,1240,IsRead@mem.zir:80,22
V2,1240,MachineECall@inst_ecall.zir:28,1
V2,1240,MachineECall@inst_ecall.zir:29,1
V2,1240,MemoryWrite@mem.zir:100,38
V2,1240,MemoryWrite@mem.zir:99,39
V2,1240,MiscInput@inst_misc.zir:7,2
V2,1240,MulInput@inst_mul.zir:8,1
V2,1240,OneHot@one_hot.zir:11,1
V2,1240,OneHot@one_hot.zir:9,1
V2,1240,OpLHU@inst_mem.zir:123,1
V2,1240,OpLW@inst_mem.zir:108,1
V2,1240,OpLW@inst_mem.zir:109,1
V2,1240,OpSW@inst_mem.zir:160,1
V2,1240,OpSW@inst_mem.zir:161,1
V2,1240,PoseidonCheckOut@inst_p2.zir:265,1
V2,1240,VerifyOpcode@inst.zir:91,3
V2,1240,VerifyOpcodeF3@inst.zir:96,18
V2,1240,VerifyOpcodeF3@inst.zir:97,20
V2,1240,VerifyOpcodeF3F7@inst.zir:102,17
V2,1240,VerifyOpcodeF3F7@inst.zir:103,17
V2,1240,VerifyOpcodeF3F7@inst.zir:104,16
V2,1241,AddrDecompose@u32.zir:67,10
V2,1241,AddrDecomposeBits@u32.zir:87,10
V2,1241,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1241,ControlMRET@inst_control.zir:89,1
V2,1241,ControlUserECALL@inst_control.zir:75,1
V2,1241,DecodeInst@inst.zir:29,24
V2,1241,DivInput@inst_div.zir:8,1
V2,1241,ECall0@inst_ecall.zir:203,3
V2,1241,IllegalLoadOp@inst_mem.zir:40,1
V2,1241,IllegalMulOp@inst_mul.zir:18,1
V2,1241,IllegalStoreOp@inst_mem.zir:45,2
V2,1241,IsRead@mem.zir:79,23
V2,1241,IsRead@mem.zir:80,21
V2,1241,MachineECall@inst_ecall.zir:28,1
V2,1241,MachineECall@inst_ecall.zir:29,1
V2,1241,MemoryWrite@mem.zir:100,37
V2,1241,MemoryWrite@mem.zir:99,44
V2,1241,MiscInput@inst_misc.zir:7,5
V2,1241,OneHot@one_hot.zir:11,8
V2,1241,OneHot@one_hot.zir:9,8
V2,1241,OpLW@inst_mem.zir:108,1
V2,1241,OpLW@inst_mem.zir:109,1
V2,1241,OpSW@inst_mem.zir:160,1
V2,1241,OpSW@inst_mem.zir:161,1
V2,1241,PoseidonCheckOut@inst_p2.zir:265,1
V2,1241,VerifyOpcode@inst.zir:91,3
V2,1241,VerifyOpcodeF3@inst.zir:96,18
V2,1241,VerifyOpcodeF3@inst.zir:97,18
V2,1241,VerifyOpcodeF3F7@inst.zir:102,15
V2,1241,VerifyOpcodeF3F7@inst.zir:103,15
V2,1241,VerifyOpcodeF3F7@inst.zir:104,14
V2,1242,AddrDecompose@u32.zir:67,13
V2,1242,AddrDecomposeBits@u32.zir:87,5
V2,1242,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1242,ControlMRET@inst_control.zir:89,1
V2,1242,ControlUserECALL@inst_control.zir:75,1
V2,1242,DecodeInst@inst.zir:29,27
V2,1242,ECall0@inst_ecall.zir:203,3
V2,1242,IllegalLoadOp@inst_mem.zir:40,1
V2,1242,IllegalStoreOp@inst_mem.zir:45,2
V2,1242,IsRead@mem.zir:79,21
V2,1242,IsRead@mem.zir:80,20
V2,1242,MachineECall@inst_ecall.zir:28,1
V2,1242,MachineECall@inst_ecall.zir:29,1
V2,1242,MemStoreInput@inst_mem.zir:18,1
V2,1242,MemoryWrite@mem.zir:100,39
V2,1242,MemoryWrite@mem.zir:99,43
V2,1242,MiscInput@inst_misc.zir:7,4
V2,1242,MulInput@inst_mul.zir:8,1
V2,1242,OneHot@one_hot.zir:11,4
V2,1242,OneHot@one_hot.zir:9,4
V2,1242,OpLHU@inst_mem.zir:123,1
V2,1242,OpLW@inst_mem.zir:108,1
V2,1242,OpLW@inst_mem.zir:109,1
V2,1242,OpSW@inst_mem.zir:160,1
V2,1242,OpSW@inst_mem.zir:161,1
V2,1242,PoseidonCheckOut@inst_p2.zir:265,1
V2,1242,VerifyOpcode@inst.zir:91,3
V2,1242,VerifyOpcodeF3@inst.zir:96,20
V2,1242,VerifyOpcodeF3@inst.zir:97,19
V2,1242,VerifyOpcodeF3F7@inst.zir:102,17
V2,1242,VerifyOpcodeF3F7@inst.zir:103,15
V2,1242,VerifyOpcodeF3F7@inst.zir:104,12
V2,1243,AddrDecompose@u32.zir:67,14
V2,1243,AddrDecomposeBits@u32.zir:87,11
V2,1243,ControlLoadRootAndNonce@inst_control.zir:23,1
V2,1243,ControlMRET@inst_control.zir:89,1
V2,1243,ControlUserECALL@inst_control.zir:75,1
V2,1243,DecodeInst@inst.zir:29,26
V2,1243,ECall0@inst_ecall.zir:203,3
V2,1243,IllegalLoadOp@inst_mem.zir:40,2
V2,1243,IsRead@mem.zir:79,20
V2,1243,IsRead@mem.zir:80,19
V2,1243,MachineECall@inst_ecall.zir:28,1
V2,1243,MachineECall@inst_ecall.zir:29,1
V2,1243,MemLoadInput@inst_mem.zir:8,1
V2,1243,MemoryWrite@mem.zir:100,38
V2,1243,MemoryWrite@mem.zir:99,40
V2,1243,MiscInput@inst_misc.zir:7,3
V2,1243,OneHot@one_hot.zir:11,8
V2,1243,OneHot@one_hot.zir:9,8
V2,1243,OpLW@inst_mem.zir:108,1
V2,1243,OpLW@inst_mem.zir:109,1
V2,1243,OpSH@inst_mem.zir:148,1
V2,1243,OpSW@inst_mem.zir:160,1
V2,1243,OpSW@inst_mem.zir:161,1
V2,1243,PoseidonCheckOut@inst_p2.zir:265,1
V2,1243,VerifyOpcode@inst.zir:91,3
V2,1243,VerifyOpcodeF3@inst.zir:96,20
V2,1243,VerifyOpcodeF3@inst.zir:97,21
V2,1243,VerifyOpcodeF3F7@inst.zir:102,15
V2,1243,VerifyOpcodeF3F7@inst.zir:103,15
V2,1243,VerifyOpcodeF3F7@inst.zir:104,12
V3,1234,AddrDecompose@u32.zir:67,65
V3,1234,AddrDecomposeBits@u32.zir:87,35
V3,1234,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1234,ControlMRET@inst_control.zir:89,1
V3,1234,ControlMRET@inst_control.zir:93,1
V3,1234,ControlUserECALL@inst_control.zir:75,1
V3,1234,ControlUserECALL@inst_control.zir:77,1
V3,1234,DecodeInst@inst.zir:29,29
V3,1234,DivInput@inst_div.zir:8,12
V3,1234,ECall0@inst_ecall.zir:203,3
V3,1234,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1234,ECallHostReadWords@inst_ecall.zir:171,1
V3,1234,IllegalLoadOp@inst_mem.zir:40,3
V3,1234,IllegalMulOp@inst_mul.zir:18,2
V3,1234,IllegalStoreOp@inst_mem.zir:45,5
V3,1234,IsRead@mem.zir:79,50
V3,1234,IsRead@mem.zir:80,41
V3,1234,MachineECall@inst_ecall.zir:28,1
V3,1234,MachineECall@inst_ecall.zir:29,1
V3,1234,MemLoadInput@inst_mem.zir:8,7
V3,1234,MemStoreInput@inst_mem.zir:18,6
V3,1234,MemoryWrite@mem.zir:100,108
V3,1234,MemoryWrite@mem.zir:99,110
V3,1234,MiscInput@inst_misc.zir:7,30
V3,1234,MulInput@inst_mul.zir:8,8
V3,1234,OneHot@one_hot.zir:11,56
V3,1234,OneHot@one_hot.zir:9,56
V3,1234,OpLH@inst_mem.zir:98,1
V3,1234,OpLHU@inst_mem.zir:123,1
V3,1234,OpLW@inst_mem.zir:108,1
V3,1234,OpLW@inst_mem.zir:109,1
V3,1234,OpSH@inst_mem.zir:148,1
V3,1234,OpSW@inst_mem.zir:160,1
V3,1234,OpSW@inst_mem.zir:161,1
V3,1234,PoseidonCheckOut@inst_p2.zir:265,1
V3,1234,Sha0@inst_sha.zir:226,1
V3,1234,VerifyOpcode@inst.zir:91,3
V3,1234,VerifyOpcodeF3@inst.zir:96,21
V3,1234,VerifyOpcodeF3@inst.zir:97,21
V3,1234,VerifyOpcodeF3F7@inst.zir:102,22
V3,1234,VerifyOpcodeF3F7@inst.zir:103,21
V3,1234,VerifyOpcodeF3F7@inst.zir:104,22
V3,1235,AddrDecompose@u32.zir:67,61
V3,1235,AddrDecomposeBits@u32.zir:87,36
V3,1235,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1235,ControlLoadRootAndNonce@inst_control.zir:35,1
V3,1235,ControlLoadRootAndNonce@inst_control.zir:36,1
V3,1235,ControlMRET@inst_control.zir:89,1
V3,1235,ControlUserECALL@inst_control.zir:75,1
V3,1235,ControlUserECALL@inst_control.zir:77,1
V3,1235,ControlUserECALL@inst_control.zir:78,1
V3,1235,DecodeInst@inst.zir:29,28
V3,1235,DivInput@inst_div.zir:8,8
V3,1235,ECall0@inst_ecall.zir:203,4
V3,1235,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1235,ECallHostReadSetup@inst_ecall.zir:76,1
V3,1235,ECallHostReadWords@inst_ecall.zir:171,1
V3,1235,IllegalLoadOp@inst_mem.zir:40,3
V3,1235,IllegalMulOp@inst_mul.zir:18,2
V3,1235,IllegalStoreOp@inst_mem.zir:45,5
V3,1235,IsRead@mem.zir:79,53
V3,1235,IsRead@mem.zir:80,41
V3,1235,MachineECall@inst_ecall.zir:28,1
V3,1235,MachineECall@inst_ecall.zir:29,1
V3,1235,MemLoadInput@inst_mem.zir:8,9
V3,1235,MemStoreInput@inst_mem.zir:18,6
V3,1235,MemoryWrite@mem.zir:100,107
V3,1235,MemoryWrite@mem.zir:99,108
V3,1235,MiscInput@inst_misc.zir:7,25
V3,1235,MulInput@inst_mul.zir:8,9
V3,1235,OneHot@one_hot.zir:11,55
V3,1235,OneHot@one_hot.zir:9,55
V3,1235,OpLH@inst_mem.zir:98,1
V3,1235,OpLHU@inst_mem.zir:123,1
V3,1235,OpLW@inst_mem.zir:108,1
V3,1235,OpLW@inst_mem.zir:109,1
V3,1235,OpSH@inst_mem.zir:148,1
V3,1235,OpSW@inst_mem.zir:160,1
V3,1235,OpSW@inst_mem.zir:161,1
V3,1235,PoseidonCheckOut@inst_p2.zir:265,1
V3,1235,Sha0@inst_sha.zir:226,1
V3,1235,VerifyOpcode@inst.zir:91,3
V3,1235,VerifyOpcodeF3@inst.zir:96,21
V3,1235,VerifyOpcodeF3@inst.zir:97,21
V3,1235,VerifyOpcodeF3F7@inst.zir:102,22
V3,1235,VerifyOpcodeF3F7@inst.zir:103,22
V3,1235,VerifyOpcodeF3F7@inst.zir:104,22
V3,1236,AddrDecompose@u32.zir:67,65
V3,1236,AddrDecomposeBits@u32.zir:87,34
V3,1236,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1236,ControlMRET@inst_control.zir:89,1
V3,1236,ControlUserECALL@inst_control.zir:75,1
V3,1236,DecodeInst@inst.zir:29,28
V3,1236,DivInput@inst_div.zir:8,9
V3,1236,ECall0@inst_ecall.zir:203,4
V3,1236,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1236,ECallHostReadWords@inst_ecall.zir:171,1
V3,1236,IllegalLoadOp@inst_mem.zir:40,3
V3,1236,IllegalMulOp@inst_mul.zir:18,2
V3,1236,IllegalStoreOp@inst_mem.zir:45,5
V3,1236,IsRead@mem.zir:79,47
V3,1236,IsRead@mem.zir:80,42
V3,1236,MachineECall@inst_ecall.zir:28,1
V3,1236,MachineECall@inst_ecall.zir:29,1
V3,1236,MemLoadInput@inst_mem.zir:8,9
V3,1236,MemStoreInput@inst_mem.zir:18,7
V3,1236,MemoryWrite@mem.zir:100,107
V3,1236,MemoryWrite@mem.zir:99,111
V3,1236,MiscInput@inst_misc.zir:7,30
V3,1236,MulInput@inst_mul.zir:8,8
V3,1236,OneHot@one_hot.zir:11,55
V3,1236,OneHot@one_hot.zir:9,55
V3,1236,OpLH@inst_mem.zir:98,1
V3,1236,OpLHU@inst_mem.zir:123,1
V3,1236,OpLW@inst_mem.zir:108,1
V3,1236,OpLW@inst_mem.zir:109,1
V3,1236,OpSH@inst_mem.zir:148,1
V3,1236,OpSW@inst_mem.zir:160,1
V3,1236,OpSW@inst_mem.zir:161,1
V3,1236,PoseidonCheckOut@inst_p2.zir:265,1
V3,1236,Sha0@inst_sha.zir:226,1
V3,1236,VerifyOpcode@inst.zir:91,3
V3,1236,VerifyOpcodeF3@inst.zir:96,21
V3,1236,VerifyOpcodeF3@inst.zir:97,21
V3,1236,VerifyOpcodeF3F7@inst.zir:102,22
V3,1236,VerifyOpcodeF3F7@inst.zir:103,22
V3,1236,VerifyOpcodeF3F7@inst.zir:104,22
V3,1237,AddrDecompose@u32.zir:67,56
V3,1237,AddrDecomposeBits@u32.zir:87,34
V3,1237,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1237,ControlLoadRootAndNonce@inst_control.zir:35,1
V3,1237,ControlMRET@inst_control.zir:89,1
V3,1237,ControlUserECALL@inst_control.zir:75,1
V3,1237,ControlUserECALL@inst_control.zir:77,1
V3,1237,ControlUserECALL@inst_control.zir:78,1
V3,1237,DecodeInst@inst.zir:29,25
V3,1237,DivInput@inst_div.zir:8,8
V3,1237,ECall0@inst_ecall.zir:203,4
V3,1237,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1237,IllegalLoadOp@inst_mem.zir:40,3
V3,1237,IllegalMulOp@inst_mul.zir:18,2
V3,1237,IllegalStoreOp@inst_mem.zir:45,5
V3,1237,IsRead@mem.zir:79,49
V3,1237,IsRead@mem.zir:80,40
V3,1237,MachineECall@inst_ecall.zir:28,1
V3,1237,MachineECall@inst_ecall.zir:29,1
V3,1237,MemLoadInput@inst_mem.zir:8,6
V3,1237,MemStoreInput@inst_mem.zir:18,6
V3,1237,MemoryWrite@mem.zir:100,106
V3,1237,MemoryWrite@mem.zir:99,111
V3,1237,MiscInput@inst_misc.zir:7,25
V3,1237,MulInput@inst_mul.zir:8,8
V3,1237,OneHot@one_hot.zir:11,55
V3,1237,OneHot@one_hot.zir:9,55
V3,1237,OpLH@inst_mem.zir:98,1
V3,1237,OpLHU@inst_mem.zir:123,1
V3,1237,OpLW@inst_mem.zir:108,1
V3,1237,OpLW@inst_mem.zir:109,1
V3,1237,OpSH@inst_mem.zir:148,1
V3,1237,OpSW@inst_mem.zir:160,1
V3,1237,OpSW@inst_mem.zir:161,1
V3,1237,PoseidonCheckOut@inst_p2.zir:265,1
V3,1237,Sha0@inst_sha.zir:226,1
V3,1237,VerifyOpcode@inst.zir:91,3
V3,1237,VerifyOpcodeF3@inst.zir:96,21
V3,1237,VerifyOpcodeF3@inst.zir:97,21
V3,1237,VerifyOpcodeF3F7@inst.zir:102,22
V3,1237,VerifyOpcodeF3F7@inst.zir:103,22
V3,1237,VerifyOpcodeF3F7@inst.zir:104,22
V3,1238,AddrDecompose@u32.zir:67,62
V3,1238,AddrDecomposeBits@u32.zir:87,30
V3,1238,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1238,ControlMRET@inst_control.zir:89,1
V3,1238,ControlMRET@inst_control.zir:91,1
V3,1238,ControlMRET@inst_control.zir:92,1
V3,1238,ControlUserECALL@inst_control.zir:75,1
V3,1238,ControlUserECALL@inst_control.zir:77,1
V3,1238,ControlUserECALL@inst_control.zir:78,1
V3,1238,DecodeInst@inst.zir:29,28
V3,1238,DivInput@inst_div.zir:8,11
V3,1238,ECall0@inst_ecall.zir:203,4
V3,1238,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1238,ECallHostReadSetup@inst_ecall.zir:76,1
V3,1238,IllegalLoadOp@inst_mem.zir:40,3
V3,1238,IllegalMulOp@inst_mul.zir:18,2
V3,1238,IllegalStoreOp@inst_mem.zir:45,5
V3,1238,IsRead@mem.zir:79,48
V3,1238,IsRead@mem.zir:80,43
V3,1238,MachineECall@inst_ecall.zir:28,1
V3,1238,MachineECall@inst_ecall.zir:29,1
V3,1238,MachineECall@inst_ecall.zir:32,1
V3,1238,MemLoadInput@inst_mem.zir:8,6
V3,1238,MemStoreInput@inst_mem.zir:18,6
V3,1238,MemoryWrite@mem.zir:100,100
V3,1238,MemoryWrite@mem.zir:99,111
V3,1238,MiscInput@inst_misc.zir:7,26
V3,1238,MulInput@inst_mul.zir:8,10
V3,1238,OneHot@one_hot.zir:11,56
V3,1238,OneHot@one_hot.zir:9,56
V3,1238,OpLH@inst_mem.zir:98,1
V3,1238,OpLHU@inst_mem.zir:123,1
V3,1238,OpLW@inst_mem.zir:108,1
V3,1238,OpLW@inst_mem.zir:109,1
V3,1238,OpSH@inst_mem.zir:148,1
V3,1238,OpSW@inst_mem.zir:160,1
V3,1238,OpSW@inst_mem.zir:161,1
V3,1238,PoseidonCheckOut@inst_p2.zir:265,1
V3,1238,Sha0@inst_sha.zir:226,1
V3,1238,VerifyOpcode@inst.zir:91,3
V3,1238,VerifyOpcodeF3@inst.zir:96,21
V3,1238,VerifyOpcodeF3@inst.zir:97,21
V3,1238,VerifyOpcodeF3F7@inst.zir:102,22
V3,1238,VerifyOpcodeF3F7@inst.zir:103,22
V3,1238,VerifyOpcodeF3F7@inst.zir:104,22
V3,1239,AddrDecompose@u32.zir:67,58
V3,1239,AddrDecomposeBits@u32.zir:87,33
V3,1239,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1239,ControlMRET@inst_control.zir:89,1
V3,1239,ControlMRET@inst_control.zir:91,1
V3,1239,ControlMRET@inst_control.zir:92,1
V3,1239,ControlUserECALL@inst_control.zir:75,1
V3,1239,ControlUserECALL@inst_control.zir:77,1
V3,1239,ControlUserECALL@inst_control.zir:78,1
V3,1239,DecodeInst@inst.zir:29,27
V3,1239,DivInput@inst_div.zir:8,9
V3,1239,ECall0@inst_ecall.zir:203,3
V3,1239,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1239,IllegalLoadOp@inst_mem.zir:40,3
V3,1239,IllegalMulOp@inst_mul.zir:18,2
V3,1239,IllegalStoreOp@inst_mem.zir:45,5
V3,1239,IsRead@mem.zir:79,50
V3,1239,IsRead@mem.zir:80,45
V3,1239,MachineECall@inst_ecall.zir:28,1
V3,1239,MachineECall@inst_ecall.zir:29,1
V3,1239,MemLoadInput@inst_mem.zir:8,7
V3,1239,MemStoreInput@inst_mem.zir:18,5
V3,1239,MemoryWrite@mem.zir:100,107
V3,1239,MemoryWrite@mem.zir:99,113
V3,1239,MiscInput@inst_misc.zir:7,28
V3,1239,MulInput@inst_mul.zir:8,7
V3,1239,OneHot@one_hot.zir:11,56
V3,1239,OneHot@one_hot.zir:9,56
V3,1239,OpLH@inst_mem.zir:98,1
V3,1239,OpLHU@inst_mem.zir:123,1
V3,1239,OpLW@inst_mem.zir:108,1
V3,1239,OpLW@inst_mem.zir:109,1
V3,1239,OpSH@inst_mem.zir:148,1
V3,1239,OpSW@inst_mem.zir:160,1
V3,1239,OpSW@inst_mem.zir:161,1
V3,1239,PoseidonCheckOut@inst_p2.zir:265,1
V3,1239,Sha0@inst_sha.zir:226,1
V3,1239,VerifyOpcode@inst.zir:91,3
V3,1239,VerifyOpcodeF3@inst.zir:96,21
V3,1239,VerifyOpcodeF3@inst.zir:97,21
V3,1239,VerifyOpcodeF3F7@inst.zir:102,22
V3,1239,VerifyOpcodeF3F7@inst.zir:103,22
V3,1239,VerifyOpcodeF3F7@inst.zir:104,22
V3,1240,AddrDecompose@u32.zir:67,64
V3,1240,AddrDecomposeBits@u32.zir:87,29
V3,1240,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1240,ControlMRET@inst_control.zir:89,1
V3,1240,ControlUserECALL@inst_control.zir:75,1
V3,1240,ControlUserECALL@inst_control.zir:78,1
V3,1240,DecodeInst@inst.zir:29,27
V3,1240,DivInput@inst_div.zir:8,11
V3,1240,ECall0@inst_ecall.zir:203,4
V3,1240,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1240,ECallHostReadWords@inst_ecall.zir:171,1
V3,1240,IllegalLoadOp@inst_mem.zir:40,3
V3,1240,IllegalMulOp@inst_mul.zir:18,2
V3,1240,IllegalStoreOp@inst_mem.zir:45,5
V3,1240,IsRead@mem.zir:79,47
V3,1240,IsRead@mem.zir:80,33
V3,1240,MachineECall@inst_ecall.zir:28,1
V3,1240,MachineECall@inst_ecall.zir:29,1
V3,1240,MemLoadInput@inst_mem.zir:8,7
V3,1240,MemStoreInput@inst_mem.zir:18,5
V3,1240,MemoryWrite@mem.zir:100,106
V3,1240,MemoryWrite@mem.zir:99,114
V3,1240,MiscInput@inst_misc.zir:7,27
V3,1240,MulInput@inst_mul.zir:8,10
V3,1240,OneHot@one_hot.zir:11,56
V3,1240,OneHot@one_hot.zir:9,56
V3,1240,OpLH@inst_mem.zir:98,1
V3,1240,OpLHU@inst_mem.zir:123,1
V3,1240,OpLW@inst_mem.zir:108,1
V3,1240,OpLW@inst_mem.zir:109,1
V3,1240,OpSH@inst_mem.zir:148,1
V3,1240,OpSW@inst_mem.zir:160,1
V3,1240,OpSW@inst_mem.zir:161,1
V3,1240,PoseidonCheckOut@inst_p2.zir:265,1
V3,1240,Sha0@inst_sha.zir:226,1
V3,1240,VerifyOpcode@inst.zir:91,3
V3,1240,VerifyOpcodeF3@inst.zir:96,21
V3,1240,VerifyOpcodeF3@inst.zir:97,21
V3,1240,VerifyOpcodeF3F7@inst.zir:102,22
V3,1240,VerifyOpcodeF3F7@inst.zir:103,22
V3,1240,VerifyOpcodeF3F7@inst.zir:104,22
V3,1241,AddrDecompose@u32.zir:67,61
V3,1241,AddrDecomposeBits@u32.zir:87,34
V3,1241,ControlLoadRootAndNonce@inst_control.zir:23,1
V3,1241,ControlMRET@inst_control.zir:89,1
V3,1241,ControlUserECALL@inst_control.zir:75,1
V3,1241,ControlUserECALL@inst_control.zir:77,1
V3,1241,ControlUserECALL@inst_control.zir:78,1
V3,1241,DecodeInst@inst.zir:29,26
V3,1241,DivInput@inst_div.zir:8,10
V3,1241,ECall0@inst_ecall.zir:203,4
V3,1241,ECallHostReadSetup@inst_ecall.zir:70,1
V3,1241,IllegalLoadOp@inst_mem.zir:40,3
V3,1241,IllegalMulOp@inst_mul.zir:18,2
V3,1241,IllegalStoreOp@inst_mem.zir:45,5
V3,1241,IsRead@mem.zir:79,46
V3,1241,IsRead@mem.zir:80,38
V3,1241,MachineECall@inst_ecall.zir:28,1
V3,1241,MachineECall@inst_ecall.zir:29,1
V3,1241,MemLoadInput@inst_mem.zir:8,8
V3,1241,MemStoreInput@inst_mem.zir:18,6
V3,1241,MemoryWrite@mem.zir:100,109
V3,1241,MemoryWrite@mem.zir:99,112
V3,1241,MiscInput@inst_misc.zir:7,27
V3,1241,MulInput@inst_mul.zir:8,9
V3,1241,OneHot@one_hot.zir:11,56
V3,1241,OneHot@one_hot.zir:9,56
V3,1241,OpLH@inst_mem.zir:98,1
V3,1241,OpLHU@inst_mem.zir:123,1
V3,1241,OpLW@inst_mem.zir:108,1
V3,1241,OpLW@inst_mem.zir:109,1
V3,1241,OpSH@inst_mem.zir:148,1
