variant,seed,expected_n,mutation_id,step,kind,outcome,channel,local_failures
V6_uniform,1235,100,53,1242,POST_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,54,1152,POST_EXEC_MEM_MOD,applied,C1,5
V6_uniform,1235,100,55,3775,INSTR_WORD_MOD,applied,C1,5
V6_uniform,1235,100,56,3102,POST_EXEC_REG_MOD,applied,C1,7
V6_uniform,1235,100,57,58,POST_EXEC_MEM_MOD,applied,C1,5
V6_uniform,1235,100,58,1631,POST_EXEC_MEM_MOD,applied,C1,4
V6_uniform,1235,100,59,2462,POST_EXEC_REG_MOD,applied,C1,5
V6_uniform,1235,100,60,2327,POST_EXEC_PC_MOD,applied,C1,1
V6_uniform,1235,100,61,3725,COMP_OUT_MOD,applied,C1,2
V6_uniform,1235,100,62,910,POST_EXEC_PC_MOD,applied,C2,0
V6_uniform,1235,100,63,702,POST_EXEC_REG_MOD,applied,C2,0
V6_uniform,1235,100,64,3939,STORE_OUT_MOD,applied,C1,1
V6_uniform,1235,100,65,2505,POST_EXEC_MEM_MOD,applied,C1,8
V6_uniform,1235,100,66,2915,POST_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,67,1050,PRE_EXEC_PC_MOD,applied,C1,2
V6_uniform,1235,100,68,1130,STORE_OUT_MOD,applied,C1,2
V6_uniform,1235,100,69,764,PRE_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,70,1179,POST_EXEC_REG_MOD,applied,C1,6
V6_uniform,1235,100,71,1679,POST_EXEC_PC_MOD,applied,accepted,0
V6_uniform,1235,100,72,3488,COMP_OUT_MOD,applied,C2,0
V6_uniform,1235,100,73,1550,BR_NEG_COND,applied,C1,1
V6_uniform,1235,100,74,1760,INSTR_WORD_MOD,applied,C2,0
V6_uniform,1235,100,75,384,INSTR_WORD_MOD,applied,C2,0
V6_uniform,1235,100,76,3494,INSTR_WORD_MOD,applied,C2,0
V6_uniform,1235,100,77,2466,PRE_EXEC_PC_MOD,applied,C1,1
V6_uniform,1235,100,78,2382,POST_EXEC_REG_MOD,applied,C1,7
V6_uniform,1235,100,79,3039,PRE_EXEC_PC_MOD,applied,C2,0
V6_uniform,1235,100,80,1910,POST_EXEC_MEM_MOD,applied,C1,28
V6_uniform,1235,100,81,521,POST_EXEC_REG_MOD,applied,C1,7
V6_uniform,1235,100,82,2255,PRE_EXEC_REG_MOD,applied,C2,0
V6_uniform,1235,100,83,3923,POST_EXEC_PC_MOD,applied,C2,0
V6_uniform,1235,100,84,457,POST_EXEC_PC_MOD,applied,C2,0
V6_uniform,1235,100,85,621,PRE_EXEC_REG_MOD,applied,C1,6
V6_uniform,1235,100,86,2965,POST_EXEC_MEM_MOD,applied,C1,4
V6_uniform,1235,100,87,2679,POST_EXEC_REG_MOD,skipped,C5,0
V6_uniform,1235,100,88,2580,COMP_OUT_MOD,applied,C1,2
V6_uniform,1235,100,89,3720,POST_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,90,3713,INSTR_WORD_MOD,applied,C2,0
V6_uniform,1235,100,91,3310,POST_EXEC_PC_MOD,applied,C2,0
V6_uniform,1235,100,92,3725,PRE_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,93,3121,COMP_OUT_MOD,applied,C1,1
V6_uniform,1235,100,94,2691,PRE_EXEC_PC_MOD,applied,C1,1
V6_uniform,1235,100,95,3023,INSTR_WORD_MOD,applied,C2,0
V6_uniform,1235,100,96,2337,INSTR_WORD_MOD,applied,C1,3
V6_uniform,1235,100,97,3574,POST_EXEC_MEM_MOD,applied,C1,6
V6_uniform,1235,100,98,571,POST_EXEC_MEM_MOD,applied,C1,32
V6_uniform,1235,100,99,2351,PRE_EXEC_REG_MOD,applied,C1,6
V6_uniform,1235,100,100,2093,PRE_EXEC_MEM_MOD,applied,C1,16
V6_cTS,1234,100,1,2666,BR_NEG_COND,applied,C1,1
V6_cTS,1234,100,2,276,BR_NEG_COND,applied,C2,0
V6_cTS,1234,100,3,201,BR_NEG_COND,applied,C1,4
V6_cTS,1234,100,4,721,BR_NEG_COND,applied,C2,0
V6_cTS,1234,100,5,2311,BR_NEG_COND,applied,C2,0
V6_cTS,1234,100,6,3766,BR_NEG_COND,applied,C1,1
V6_cTS,1234,100,7,3542,BR_NEG_COND,applied,C1,3
V6_cTS,1234,100,8,451,BR_NEG_COND,applied,C1,2
V6_cTS,1234,100,9,371,BR_NEG_COND,applied,C1,2
V6_cTS,1234,100,10,2912,COMP_OUT_MOD,applied,C1,2
V6_cTS,1234,100,11,591,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,12,396,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,13,319,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,14,260,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,15,3955,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,16,3755,COMP_OUT_MOD,applied,C1,2
V6_cTS,1234,100,17,3140,COMP_OUT_MOD,applied,C1,1
V6_cTS,1234,100,18,3929,COMP_OUT_MOD,applied,C1,34
V6_cTS,1234,100,19,919,COMP_OUT_MOD,applied,C2,0
V6_cTS,1234,100,20,3557,COMP_OUT_MOD,skipped,C5,0
V6_cTS,1234,100,21,0,COMP_OUT_MOD,applied,C1,2
V6_cTS,1234,100,22,924,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,23,880,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,24,532,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,25,846,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,26,312,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,27,3302,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,28,902,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,29,276,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,30,19,INSTR_WORD_MOD,applied,C1,11
V6_cTS,1234,100,31,3894,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1234,100,32,943,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,33,2726,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,34,3186,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,35,1364,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,36,2737,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,37,2829,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,38,406,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,39,1648,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,40,777,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,41,3402,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,42,1894,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,43,2786,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,44,2530,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,45,2552,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,46,618,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,47,3161,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,48,2541,INSTR_WORD_MOD,applied,C1,32
V6_cTS,1234,100,49,3109,INSTR_WORD_MOD,error,error,0
V6_cTS,1234,100,50,3960,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,51,3961,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,52,3931,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,53,3950,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,54,3939,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,55,374,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,56,3766,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,57,452,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,58,765,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,59,921,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,60,3114,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,61,3154,INSTR_WORD_MOD,applied,C1,9
V6_cTS,1234,100,62,987,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,63,359,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,64,163,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,65,167,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,66,3141,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,67,3929,INSTR_WORD_MOD,applied,C1,32
V6_cTS,1234,100,68,919,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,69,842,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,70,174,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,71,2054,INSTR_WORD_MOD,skipped,C5,0
V6_cTS,1234,100,72,529,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,73,604,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,74,371,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,75,840,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,76,524,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1234,100,77,449,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1234,100,78,0,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1234,100,79,3363,LOAD_VAL_MOD,applied,C1,2
V6_cTS,1234,100,80,2506,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1234,100,81,2715,LOAD_VAL_MOD,applied,C1,1
V6_cTS,1234,100,82,799,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1234,100,83,2541,LOAD_VAL_MOD,applied,C1,1
V6_cTS,1234,100,84,3942,LOAD_VAL_MOD,applied,C1,2
V6_cTS,1234,100,85,610,LOAD_VAL_MOD,applied,C1,1
V6_cTS,1234,100,86,369,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1234,100,87,609,LOAD_VAL_MOD,skipped,C5,0
V6_cTS,1234,100,88,449,LOAD_VAL_MOD,applied,C1,1
V6_cTS,1234,100,89,2343,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1234,100,90,1316,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1234,100,91,2063,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1234,100,92,3329,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1234,100,93,553,POST_EXEC_MEM_MOD,applied,C1,6
V6_cTS,1234,100,94,3607,POST_EXEC_MEM_MOD,skipped,C5,0
V6_cTS,1234,100,95,824,POST_EXEC_MEM_MOD,applied,C1,6
V6_cTS,1234,100,96,3779,POST_EXEC_MEM_MOD,applied,C1,32
V6_cTS,1234,100,97,157,POST_EXEC_MEM_MOD,applied,C1,8
V6_cTS,1234,100,98,2506,POST_EXEC_MEM_MOD,applied,C1,6
V6_cTS,1234,100,99,2692,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1234,100,100,2262,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1235,100,1,2405,BR_NEG_COND,applied,C1,1
V6_cTS,1235,100,2,3779,BR_NEG_COND,skipped,C5,0
V6_cTS,1235,100,3,2013,BR_NEG_COND,applied,C1,1
V6_cTS,1235,100,4,1274,BR_NEG_COND,applied,C2,0
V6_cTS,1235,100,5,2552,BR_NEG_COND,applied,C2,0
V6_cTS,1235,100,6,3766,BR_NEG_COND,applied,C1,1
V6_cTS,1235,100,7,3803,BR_NEG_COND,applied,C1,1
V6_cTS,1235,100,8,2055,BR_NEG_COND,applied,C2,0
V6_cTS,1235,100,9,762,BR_NEG_COND,applied,C2,0
V6_cTS,1235,100,10,570,COMP_OUT_MOD,applied,C2,0
V6_cTS,1235,100,11,824,COMP_OUT_MOD,skipped,C5,0
V6_cTS,1235,100,12,1730,COMP_OUT_MOD,applied,C2,0
V6_cTS,1235,100,13,2367,COMP_OUT_MOD,applied,C1,2
V6_cTS,1235,100,14,2530,COMP_OUT_MOD,applied,C1,2
V6_cTS,1235,100,15,3959,COMP_OUT_MOD,applied,C1,2
V6_cTS,1235,100,16,3434,COMP_OUT_MOD,applied,C1,5
V6_cTS,1235,100,17,3154,COMP_OUT_MOD,applied,C1,25
V6_cTS,1235,100,18,3929,COMP_OUT_MOD,applied,C1,34
V6_cTS,1235,100,19,763,COMP_OUT_MOD,applied,C2,0
V6_cTS,1235,100,20,289,COMP_OUT_MOD,applied,C2,0
V6_cTS,1235,100,21,0,COMP_OUT_MOD,applied,C1,2
V6_cTS,1235,100,22,2543,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,23,1452,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,24,1861,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,25,1337,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,26,3466,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,27,2840,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,28,3808,INSTR_WORD_MOD,applied,C1,17
V6_cTS,1235,100,29,276,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,30,19,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,31,1837,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,32,1209,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,33,2006,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,34,858,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,35,2700,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,36,2806,INSTR_WORD_MOD,error,error,0
V6_cTS,1235,100,37,1708,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,38,2157,INSTR_WORD_MOD,applied,C1,2
V6_cTS,1235,100,39,1647,INSTR_WORD_MOD,applied,C1,2
V6_cTS,1235,100,40,777,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,41,2240,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,42,1251,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,43,2383,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,44,2561,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,45,2552,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,46,773,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,47,3503,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,48,2541,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,49,2585,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,50,3930,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1235,100,51,3961,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,52,3932,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,53,3948,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,54,3941,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1235,100,55,3434,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,56,3766,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,57,452,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,58,765,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,59,2314,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,60,3103,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,61,671,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,62,361,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,63,760,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,64,3923,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,65,288,INSTR_WORD_MOD,skipped,C5,0
V6_cTS,1235,100,66,1074,INSTR_WORD_MOD,applied,C1,2
V6_cTS,1235,100,67,3929,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,68,1090,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,69,842,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,70,372,INSTR_WORD_MOD,applied,accepted,0
V6_cTS,1235,100,71,687,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,72,529,INSTR_WORD_MOD,skipped,C5,0
V6_cTS,1235,100,73,173,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,74,1853,INSTR_WORD_MOD,applied,C1,3
V6_cTS,1235,100,75,170,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,76,1088,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,77,368,INSTR_WORD_MOD,applied,C2,0
V6_cTS,1235,100,78,0,INSTR_WORD_MOD,applied,C1,1
V6_cTS,1235,100,79,848,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,80,1837,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,81,2094,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,82,2578,LOAD_VAL_MOD,applied,C1,1
V6_cTS,1235,100,83,2541,LOAD_VAL_MOD,applied,C1,2
V6_cTS,1235,100,84,3933,LOAD_VAL_MOD,applied,C1,18
V6_cTS,1235,100,85,3441,LOAD_VAL_MOD,applied,C1,2
V6_cTS,1235,100,86,3908,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,87,841,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,88,368,LOAD_VAL_MOD,applied,C2,0
V6_cTS,1235,100,89,1045,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1235,100,90,3353,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1235,100,91,2531,POST_EXEC_MEM_MOD,applied,C1,6
V6_cTS,1235,100,92,1905,POST_EXEC_MEM_MOD,skipped,C5,0
V6_cTS,1235,100,93,2300,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1235,100,94,793,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1235,100,95,746,POST_EXEC_MEM_MOD,applied,C1,4
V6_cTS,1235,100,96,3779,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1235,100,97,157,POST_EXEC_MEM_MOD,applied,C1,6
V6_cTS,1235,100,98,3894,POST_EXEC_MEM_MOD,applied,C1,7
V6_cTS,1235,100,99,943,POST_EXEC_MEM_MOD,applied,C1,5
V6_cTS,1235,100,100,3190,POST_EXEC_MEM_MOD,skipped,C5,0
Hybrid_cTS,1234,100,1,3631,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1234,100,2,3161,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1234,100,3,530,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1234,100,4,175,COMP_OUT_MOD,applied,C1,1
Hybrid_cTS,1234,100,5,668,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,6,3156,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,7,568,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,8,407,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,9,696,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,10,2960,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,11,752,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,12,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,13,175,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,14,173,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,15,123,INSTR_TYPE_MOD,applied,C1,37
Hybrid_cTS,1234,100,16,2510,INSTR_TYPE_MOD,applied,C1,1
Hybrid_cTS,1234,100,17,3238,INSTR_TYPE_MOD,applied,C1,1
Hybrid_cTS,1234,100,18,3503,INSTR_TYPE_MOD,applied,C1,4
Hybrid_cTS,1234,100,19,610,INSTR_TYPE_MOD,applied,C1,4
Hybrid_cTS,1234,100,20,356,INSTR_TYPE_MOD,applied,C1,4
Hybrid_cTS,1234,100,21,609,INSTR_TYPE_MOD,applied,C1,3
Hybrid_cTS,1234,100,22,446,INSTR_TYPE_MOD,applied,C1,5
Hybrid_cTS,1234,100,23,0,INSTR_TYPE_MOD,applied,C1,5
Hybrid_cTS,1234,100,24,118,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1234,100,25,3374,INSTR_WORD_MOD_FULL,applied,applied_other,0
Hybrid_cTS,1234,100,26,3271,INSTR_WORD_MOD_FULL,applied,applied_other,0
Hybrid_cTS,1234,100,27,2540,INSTR_WORD_MOD_FULL,applied,C1,2
Hybrid_cTS,1234,100,28,452,INSTR_WORD_MOD_FULL,applied,applied_other,0
Hybrid_cTS,1234,100,29,3914,INSTR_WORD_MOD_FULL,applied,C1,3
Hybrid_cTS,1234,100,30,3157,INSTR_WORD_MOD_FULL,applied,C1,2
Hybrid_cTS,1234,100,31,510,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1234,100,32,1209,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1234,100,33,3450,INSTR_WORD_MOD_SUR,applied,applied_other,0
Hybrid_cTS,1234,100,34,417,INSTR_WORD_MOD_SUR,applied,applied_other,0
Hybrid_cTS,1234,100,35,921,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1234,100,36,3548,INSTR_WORD_MOD_SUR,applied,applied_other,0
Hybrid_cTS,1234,100,37,372,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1234,100,38,2167,LOAD_VAL_MOD,applied,C1,1
Hybrid_cTS,1234,100,39,2055,LOAD_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,40,2140,MEM_VAL_MOD,applied,C1,3
Hybrid_cTS,1234,100,41,746,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,42,1958,MEM_VAL_MOD,applied,C1,3
Hybrid_cTS,1234,100,43,1598,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,44,2496,MEM_VAL_MOD,applied,C1,4
Hybrid_cTS,1234,100,45,3929,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,46,174,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,47,368,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1234,100,48,0,MEM_VAL_MOD,applied,C1,10
Hybrid_cTS,1234,100,49,50,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1234,100,50,2263,PRE_EXEC_REG_MOD,applied,C1,3
Hybrid_cTS,1234,100,51,3668,PRE_EXEC_REG_MOD,applied,C1,4
Hybrid_cTS,1234,100,52,3595,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1234,100,53,3766,PRE_EXEC_REG_MOD,applied,C1,1
Hybrid_cTS,1234,100,54,1838,PRE_EXEC_REG_MOD,applied,C1,4
Hybrid_cTS,1234,100,55,608,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1234,100,56,0,PRE_EXEC_REG_MOD,applied,C1,10
Hybrid_cTS,1234,100,57,214,STORE_OUT_MOD,applied,C1,2
Hybrid_cTS,1234,100,58,18,STORE_OUT_MOD,applied,C1,2
Hybrid_cTS,1234,100,59,3519,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,60,511,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,61,1118,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,62,3737,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,63,2528,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,64,610,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,65,14,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,66,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,67,1089,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,68,449,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,69,3743,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,70,433,TXN_PREV_WORD_MOD,applied,C1,1
Hybrid_cTS,1234,100,71,2176,TXN_PREV_WORD_MOD,applied,C1,2
Hybrid_cTS,1234,100,72,3055,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,73,417,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,74,3103,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,75,836,TXN_PREV_WORD_MOD,applied,C1,2
Hybrid_cTS,1234,100,76,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,77,293,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1234,100,78,607,TXN_PREV_WORD_MOD,applied,C1,2
Hybrid_cTS,1234,100,79,1564,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1234,100,80,276,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1234,100,81,1971,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1234,100,82,1274,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1234,100,83,3760,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1234,100,84,3766,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1234,100,85,280,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1234,100,86,2507,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1234,100,87,918,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1234,100,88,2894,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1234,100,89,3174,INSTR_WORD_MOD,applied,C1,3
Hybrid_cTS,1234,100,90,694,INSTR_WORD_MOD,applied,accepted,0
Hybrid_cTS,1234,100,91,3393,INSTR_WORD_MOD,applied,C1,2
Hybrid_cTS,1234,100,92,2174,INSTR_WORD_MOD,applied,C1,3
Hybrid_cTS,1234,100,93,492,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1234,100,94,3531,INSTR_WORD_MOD,applied,C1,1
Hybrid_cTS,1234,100,95,3779,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1234,100,96,3156,INSTR_WORD_MOD,applied,C1,3
Hybrid_cTS,1234,100,97,2477,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1234,100,98,2591,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1234,100,99,3397,INSTR_WORD_MOD,error,error,0
Hybrid_cTS,1234,100,100,2535,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,1,3295,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,2,3108,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,3,3513,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,4,3809,COMP_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,5,2896,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
